phone,spkid,error,word
N,0001000000006047-VE655154,0.0,SINCE
S,0001000000006047-VE655154,0.0,SINCE
DH,0001000000006047-VE655154,0.0,THE
AH,0001000000006047-VE655154,0.0,THE
T,0001000000006047-VE655154,0.0,TIME
AY,0001000000006047-VE655154,0.0,TIME
M,0001000000006047-VE655154,0.0,TIME
AH,0001000000006047-VE655154,0.0,OF
V,0001000000006047-VE655154,0.0,OF
DH,0001000000006047-VE655154,0.0,THE
AH,0001000000006047-VE655154,0.0,THE
D,0001000000006047-VE655154,0.0,DINOSAURS
AY,0001000000006047-VE655154,0.0,DINOSAURS
N,0001000000006047-VE655154,0.0,DINOSAURS
AH,0001000000006047-VE655154,0.0,DINOSAURS
S,0001000000006047-VE655154,0.0,DINOSAURS
AO,0001000000006047-VE655154,0.0,DINOSAURS
R,0001000000006047-VE655154,0.0,DINOSAURS
Z,0001000000006047-VE655154,0.0,DINOSAURS
DH,0001000000006047-VE655154,0.0,THEY
EY,0001000000006047-VE655154,0.0,THEY
AA,0001000000006047-VE655154,0.0,ARE
R,0001000000006047-VE655154,0.0,ARE
EY,0001000000006047-VE655154,0.0,ABLE
B,0001000000006047-VE655154,0.0,ABLE
AH,0001000000006047-VE655154,0.0,ABLE
L,0001000000006047-VE655154,0.0,ABLE
L,0001000000006047-VE655154,0.0,LIVE
IH,0001000000006047-VE655154,0.0,LIVE
V,0001000000006047-VE655154,0.0,LIVE
AH,0001000000006047-VE655154,0.0,IN
N,0001000000006047-VE655154,0.0,IN
AO,0001000000006047-VE655154,0.0,ALL
L,0001000000006047-VE655154,0.0,ALL
K,0001000000006047-VE655154,0.0,KINDS
AY,0001000000006047-VE655154,0.0,KINDS
N,0001000000006047-VE655154,0.0,KINDS
D,0001000000006047-VE655154,0.0,KINDS
Z,0001000000006047-VE655154,0.0,KINDS
AH,0001000000006047-VE655154,0.0,OF
V,0001000000006047-VE655154,0.0,OF
AH,0001000000006047-VE655154,0.0,ENVIRONMENTS
N,0001000000006047-VE655154,0.0,ENVIRONMENTS
V,0001000000006047-VE655154,0.0,ENVIRONMENTS
AY,0001000000006047-VE655154,0.0,ENVIRONMENTS
R,0001000000006047-VE655154,0.0,ENVIRONMENTS
AH,0001000000006047-VE655154,0.0,ENVIRONMENTS
N,0001000000006047-VE655154,0.0,ENVIRONMENTS
M,0001000000006047-VE655154,0.0,ENVIRONMENTS
AH,0001000000006047-VE655154,0.0,ENVIRONMENTS
N,0001000000006047-VE655154,0.0,ENVIRONMENTS
T,0001000000006047-VE655154,0.0,ENVIRONMENTS
S,0001000000006047-VE655154,0.0,ENVIRONMENTS
HH,0001000000006047-VE655154,0.0,HOT
AA,0001000000006047-VE655154,0.0,HOT
T,0001000000006047-VE655154,0.0,HOT
D,0001000000006047-VE655154,0.0,DESERTS
AH,0001000000006047-VE655154,0.0,DESERTS
Z,0001000000006047-VE655154,0.0,DESERTS
ER,0001000000006047-VE655154,0.0,DESERTS
T,0001000000006047-VE655154,0.0,DESERTS
S,0001000000006047-VE655154,0.0,DESERTS
K,0001000000006047-VE655154,0.0,COOL
UW,0001000000006047-VE655154,0.0,COOL
L,0001000000006047-VE655154,1.0,COOL
DH,0001000000006047-VE655154,0.0,THE
AH,0001000000006047-VE655154,0.0,THE
M,0001000000006047-VE655154,0.0,MIDDLE
IH,0001000000006047-VE655154,0.0,MIDDLE
AH,0001000000006047-VE655154,0.0,MIDDLE
L,0001000000006047-VE655154,0.0,MIDDLE
AH,0001000000006047-VE655154,0.0,OF
V,0001000000006047-VE655154,0.0,OF
DH,0001000000006047-VE655154,0.0,THE
AH,0001000000006047-VE655154,0.0,THE
OW,0001000000006047-VE655154,0.0,OCEAN
SH,0001000000006047-VE655154,0.0,OCEAN
AH,0001000000006047-VE655154,0.0,OCEAN
N,0001000000006047-VE655154,0.0,OCEAN
B,0001000000006047-VE655154,0.0,BUT
AH,0001000000006047-VE655154,0.0,BUT
T,0001000000006047-VE655154,0.0,BUT
DH,0001000000006047-VE655154,1.0,THERE
EH,0001000000006047-VE655154,0.0,THERE
R,0001000000006047-VE655154,0.0,THERE
AA,0001000000006047-VE655154,0.0,ARE
R,0001000000006047-VE655154,0.0,ARE
M,0001000000006047-VE655154,0.0,MANY
EH,0001000000006047-VE655154,0.0,MANY
N,0001000000006047-VE655154,0.0,MANY
IY,0001000000006047-VE655154,0.0,MANY
AH,0001000000006047-VE655154,0.0,OTHER
DH,0001000000006047-VE655154,0.0,OTHER
ER,0001000000006047-VE655154,0.0,OTHER
TH,0001000000006047-VE655154,0.0,THINGS
IH,0001000000006047-VE655154,0.0,THINGS
NG,0001000000006047-VE655154,0.0,THINGS
Z,0001000000006047-VE655154,0.0,THINGS
DH,0001000000006047-VE655154,0.0,THAT
AH,0001000000006047-VE655154,0.0,THAT
T,0001000000006047-VE655154,0.0,THAT
M,0001000000006047-VE655154,0.0,MAKE
EY,0001000000006047-VE655154,0.0,MAKE
K,0001000000006047-VE655154,0.0,MAKE
DH,0001000000006047-VE655154,0.0,THEM
EH,0001000000006047-VE655154,0.0,THEM
M,0001000000006047-VE655154,0.0,THEM
IH,0001000000006047-VE655154,0.0,INTERESTING
N,0001000000006047-VE655154,0.0,INTERESTING
T,0001000000006047-VE655154,0.0,INTERESTING
R,0001000000006047-VE655154,0.0,INTERESTING
AH,0001000000006047-VE655154,0.0,INTERESTING
S,0001000000006047-VE655154,0.0,INTERESTING
T,0001000000006047-VE655154,0.0,INTERESTING
AH,0001000000006047-VE655154,0.0,INTERESTING
NG,0001000000006047-VE655154,0.0,INTERESTING
B,0001000000006047-VE655154,1.0,BESIDES
AH,0001000000006047-VE655154,1.0,BESIDES
S,0001000000006047-VE655154,0.0,BESIDES
AY,0001000000006047-VE655154,0.0,BESIDES
D,0001000000006047-VE655154,0.0,BESIDES
Z,0001000000006047-VE655154,0.0,BESIDES
DH,0001000000006047-VE655154,0.0,THEIR
EH,0001000000006047-VE655154,0.0,THEIR
R,0001000000006047-VE655154,0.0,THEIR
M,0001000000006047-VE655154,0.0,MANY
EH,0001000000006047-VE655154,0.0,MANY
N,0001000000006047-VE655154,0.0,MANY
IY,0001000000006047-VE655154,0.0,MANY
T,0001000000006047-VE655154,0.0,TURTLES
ER,0001000000006047-VE655154,0.0,TURTLES
AH,0001000000006047-VE655154,0.0,TURTLES
L,0001000000006047-VE655154,0.0,TURTLES
Z,0001000000006047-VE655154,0.0,TURTLES
K,0001000000006047-VE655154,0.0,CAN
AE,0001000000006047-VE655154,0.0,CAN
N,0001000000006047-VE655154,0.0,CAN
L,0001000000006047-VE655154,0.0,LIVE
IH,0001000000006047-VE655154,0.0,LIVE
V,0001000000006047-VE655154,0.0,LIVE
T,0001000000006047-VE655154,0.0,TO
UW,0001000000006047-VE655154,0.0,TO
EY,0001000000006047-VE655154,0.0,A
V,0001000000006047-VE655154,0.0,VERY
EH,0001000000006047-VE655154,0.0,VERY
R,0001000000006047-VE655154,0.0,VERY
IY,0001000000006047-VE655154,0.0,VERY
OW,0001000000006047-VE655154,0.0,OLD
L,0001000000006047-VE655154,0.0,OLD
D,0001000000006047-VE655154,0.0,OLD
EY,0001000000006047-VE655154,0.0,AGE
JH,0001000000006047-VE655154,0.0,AGE
DH,0001000000006047-VE655154,0.0,THE
AH,0001000000006047-VE655154,0.0,THE
OW,0001000000006047-VE655154,0.0,OLDEST
L,0001000000006047-VE655154,0.0,OLDEST
D,0001000000006047-VE655154,0.0,OLDEST
AH,0001000000006047-VE655154,0.0,OLDEST
S,0001000000006047-VE655154,0.0,OLDEST
T,0001000000006047-VE655154,0.0,OLDEST
T,0001000000006047-VE655154,0.0,TURTLE
ER,0001000000006047-VE655154,0.0,TURTLE
AH,0001000000006047-VE655154,0.0,TURTLE
L,0001000000006047-VE655154,0.0,TURTLE
AA,0001000000006047-VE655154,0.0,ON
N,0001000000006047-VE655154,0.0,ON
IH,0001000000006047-VE655154,0.0,IS
Z,0001000000006047-VE655154,0.0,IS
EY,0001000000006047-VE655154,0.0,A
JH,0001000000006047-VE655154,0.0,GIANT
AY,0001000000006047-VE655154,0.0,GIANT
AH,0001000000006047-VE655154,0.0,GIANT
N,0001000000006047-VE655154,0.0,GIANT
T,0001000000006047-VE655154,0.0,GIANT
T,0001000000006047-VE655154,0.0,TORTOISE
AO,0001000000006047-VE655154,0.0,TORTOISE
R,0001000000006047-VE655154,0.0,TORTOISE
AH,0001000000006047-VE655154,0.0,TORTOISE
S,0001000000006047-VE655154,0.0,TORTOISE
AH,0001000000006047-VE655154,0.0,A
T,0001000000006047-VE655154,0.0,TYPE
AY,0001000000006047-VE655154,0.0,TYPE
P,0001000000006047-VE655154,0.0,TYPE
AH,0001000000006047-VE655154,0.0,OF
V,0001000000006047-VE655154,0.0,OF
T,0001000000006047-VE655154,0.0,TURTLE
ER,0001000000006047-VE655154,0.0,TURTLE
AH,0001000000006047-VE655154,0.0,TURTLE
L,0001000000006047-VE655154,0.0,TURTLE
DH,0001000000006047-VE655154,0.0,THAT
AH,0001000000006047-VE655154,0.0,THAT
T,0001000000006047-VE655154,0.0,THAT
L,0001000000006047-VE655154,0.0,LIVES
IH,0001000000006047-VE655154,0.0,LIVES
V,0001000000006047-VE655154,0.0,LIVES
Z,0001000000006047-VE655154,0.0,LIVES
AO,0001000000006047-VE655154,0.0,ON
N,0001000000006047-VE655154,0.0,ON
L,0001000000006047-VE655154,0.0,LAND
AE,0001000000006047-VE655154,0.0,LAND
N,0001000000006047-VE655154,0.0,LAND
D,0001000000006047-VE655154,0.0,LAND
HH,0001000000006047-VE655154,0.0,HE
IY,0001000000006047-VE655154,0.0,HE
L,0001000000006047-VE655154,0.0,LIVED
IH,0001000000006047-VE655154,0.0,LIVED
V,0001000000006047-VE655154,0.0,LIVED
D,0001000000006047-VE655154,0.0,LIVED
T,0001000000006047-VE655154,0.0,TO
UW,0001000000006047-VE655154,0.0,TO
B,0001000000006047-VE655154,0.0,BE
IY,0001000000006047-VE655154,0.0,BE
OW,0001000000006047-VE655154,0.0,OVER
V,0001000000006047-VE655154,0.0,OVER
ER,0001000000006047-VE655154,0.0,OVER
T,0001000000006047-VE655154,0.0,TWO
UW,0001000000006047-VE655154,0.0,TWO
HH,0001000000006047-VE655154,0.0,HUNDRED
AH,0001000000006047-VE655154,0.0,HUNDRED
N,0001000000006047-VE655154,0.0,HUNDRED
D,0001000000006047-VE655154,0.0,HUNDRED
R,0001000000006047-VE655154,0.0,HUNDRED
AH,0001000000006047-VE655154,0.0,HUNDRED
D,0001000000006047-VE655154,0.0,HUNDRED
AE,0001000000006047-VE655154,0.0,AND
N,0001000000006047-VE655154,0.0,AND
D,0001000000006047-VE655154,0.0,AND
F,0001000000006047-VE655154,0.0,FIFTY
IH,0001000000006047-VE655154,0.0,FIFTY
F,0001000000006047-VE655154,0.0,FIFTY
T,0001000000006047-VE655154,0.0,FIFTY
IY,0001000000006047-VE655154,0.0,FIFTY
Y,0001000000006047-VE655154,0.0,YEARS
IH,0001000000006047-VE655154,0.0,YEARS
R,0001000000006047-VE655154,0.0,YEARS
Z,0001000000006047-VE655154,0.0,YEARS
OW,0001000000006047-VE655154,0.0,OLD
L,0001000000006047-VE655154,0.0,OLD
D,0001000000006047-VE655154,0.0,OLD
AE,0001000000006047-VE655154,0.0,AND
N,0001000000006047-VE655154,0.0,AND
D,0001000000006047-VE655154,0.0,AND
HH,0001000000006047-VE655154,0.0,HE
IY,0001000000006047-VE655154,0.0,HE
W,0001000000006047-VE655154,0.0,WAS
AH,0001000000006047-VE655154,0.0,WAS
Z,0001000000006047-VE655154,0.0,WAS
JH,0001000000006047-VE655154,0.0,GIANT
AY,0001000000006047-VE655154,0.0,GIANT
AH,0001000000006047-VE655154,0.0,GIANT
N,0001000000006047-VE655154,0.0,GIANT
T,0001000000006047-VE655154,0.0,GIANT
AH,0001000000006047-VE655154,0.0,INDEED
N,0001000000006047-VE655154,0.0,INDEED
D,0001000000006047-VE655154,0.0,INDEED
IY,0001000000006047-VE655154,0.0,INDEED
D,0001000000006047-VE655154,0.0,INDEED
HH,0001000000006047-VE655154,0.0,HE
IY,0001000000006047-VE655154,0.0,HE
W,0001000000006047-VE655154,0.0,WEIGHED
EY,0001000000006047-VE655154,0.0,WEIGHED
D,0001000000006047-VE655154,0.0,WEIGHED
AO,0001000000006047-VE655154,0.0,ALMOST
L,0001000000006047-VE655154,0.0,ALMOST
M,0001000000006047-VE655154,0.0,ALMOST
OW,0001000000006047-VE655154,0.0,ALMOST
S,0001000000006047-VE655154,0.0,ALMOST
T,0001000000006047-VE655154,0.0,ALMOST
TH,0001000000006047-VE655154,0.0,THREE
R,0001000000006047-VE655154,0.0,THREE
IY,0001000000006047-VE655154,0.0,THREE
K,0001000000006047-VE655154,0.0,KILOGRAMS
IH,0001000000006047-VE655154,0.0,KILOGRAMS
L,0001000000006047-VE655154,0.0,KILOGRAMS
AH,0001000000006047-VE655154,1.0,KILOGRAMS
G,0001000000006047-VE655154,0.0,KILOGRAMS
R,0001000000006047-VE655154,0.0,KILOGRAMS
AE,0001000000006047-VE655154,1.0,KILOGRAMS
M,0001000000006047-VE655154,0.0,KILOGRAMS
Z,0001000000006047-VE655154,0.0,KILOGRAMS
D,0001000000005680-VE655154,0.0,DID
IH,0001000000005680-VE655154,0.0,DID
D,0001000000005680-VE655154,0.0,DID
Y,0001000000005680-VE655154,0.0,YOU
UW,0001000000005680-VE655154,0.0,YOU
N,0001000000005680-VE655154,0.0,KNOW
OW,0001000000005680-VE655154,0.0,KNOW
DH,0001000000005680-VE655154,0.0,THAT
AE,0001000000005680-VE655154,0.0,THAT
T,0001000000005680-VE655154,0.0,THAT
T,0001000000005680-VE655154,0.0,TURTLES
ER,0001000000005680-VE655154,0.0,TURTLES
AH,0001000000005680-VE655154,0.0,TURTLES
L,0001000000005680-VE655154,0.0,TURTLES
Z,0001000000005680-VE655154,0.0,TURTLES
HH,0001000000005680-VE655154,0.0,HAVE
AE,0001000000005680-VE655154,0.0,HAVE
V,0001000000005680-VE655154,0.0,HAVE
L,0001000000005680-VE655154,0.0,LIVED
IH,0001000000005680-VE655154,0.0,LIVED
V,0001000000005680-VE655154,0.0,LIVED
D,0001000000005680-VE655154,0.0,LIVED
AA,0001000000005680-VE655154,0.0,ON
N,0001000000005680-VE655154,0.0,ON
ER,0001000000005680-VE655154,0.0,EARTH
TH,0001000000005680-VE655154,0.0,EARTH
S,0001000000005680-VE655154,0.0,SINCE
IH,0001000000005680-VE655154,0.0,SINCE
N,0001000000005680-VE655154,0.0,SINCE
S,0001000000005680-VE655154,0.0,SINCE
DH,0001000000005680-VE655154,0.0,THE
AH,0001000000005680-VE655154,0.0,THE
AH,0001000000005680-VE655154,0.0,OF
V,0001000000005680-VE655154,0.0,OF
DH,0001000000005680-VE655154,0.0,THE
AH,0001000000005680-VE655154,0.0,THE
D,0001000000005680-VE655154,0.0,DINOSAURS
AY,0001000000005680-VE655154,0.0,DINOSAURS
N,0001000000005680-VE655154,0.0,DINOSAURS
AH,0001000000005680-VE655154,0.0,DINOSAURS
S,0001000000005680-VE655154,0.0,DINOSAURS
AO,0001000000005680-VE655154,0.0,DINOSAURS
R,0001000000005680-VE655154,0.0,DINOSAURS
Z,0001000000005680-VE655154,0.0,DINOSAURS
DH,0001000000005680-VE655154,0.0,THEY
EY,0001000000005680-VE655154,0.0,THEY
AA,0001000000005680-VE655154,0.0,ARE
R,0001000000005680-VE655154,0.0,ARE
EY,0001000000005680-VE655154,0.0,ABLE
B,0001000000005680-VE655154,0.0,ABLE
AH,0001000000005680-VE655154,1.0,ABLE
L,0001000000005680-VE655154,0.0,ABLE
T,0001000000005680-VE655154,0.0,TO
AH,0001000000005680-VE655154,0.0,TO
L,0001000000005680-VE655154,0.0,LIVE
IH,0001000000005680-VE655154,0.0,LIVE
V,0001000000005680-VE655154,0.0,LIVE
AH,0001000000005680-VE655154,0.0,IN
N,0001000000005680-VE655154,0.0,IN
AO,0001000000005680-VE655154,0.0,ALL
L,0001000000005680-VE655154,0.0,ALL
K,0001000000005680-VE655154,0.0,KINDS
AY,0001000000005680-VE655154,0.0,KINDS
N,0001000000005680-VE655154,0.0,KINDS
D,0001000000005680-VE655154,0.0,KINDS
Z,0001000000005680-VE655154,0.0,KINDS
AH,0001000000005680-VE655154,0.0,OF
V,0001000000005680-VE655154,0.0,OF
HH,0001000000005680-VE655154,0.0,HOT
AA,0001000000005680-VE655154,0.0,HOT
T,0001000000005680-VE655154,0.0,HOT
D,0001000000005680-VE655154,0.0,DESERTS
EH,0001000000005680-VE655154,0.0,DESERTS
Z,0001000000005680-VE655154,0.0,DESERTS
ER,0001000000005680-VE655154,0.0,DESERTS
T,0001000000005680-VE655154,0.0,DESERTS
S,0001000000005680-VE655154,0.0,DESERTS
K,0001000000005680-VE655154,0.0,COOL
UW,0001000000005680-VE655154,1.0,COOL
L,0001000000005680-VE655154,1.0,COOL
F,0001000000005680-VE655154,0.0,FORESTS
AO,0001000000005680-VE655154,0.0,FORESTS
R,0001000000005680-VE655154,0.0,FORESTS
AH,0001000000005680-VE655154,0.0,FORESTS
S,0001000000005680-VE655154,0.0,FORESTS
T,0001000000005680-VE655154,0.0,FORESTS
S,0001000000005680-VE655154,0.0,FORESTS
AE,0001000000005680-VE655154,0.0,AND
N,0001000000005680-VE655154,0.0,AND
D,0001000000005680-VE655154,0.0,AND
DH,0001000000005680-VE655154,0.0,THE
AH,0001000000005680-VE655154,0.0,THE
M,0001000000005680-VE655154,0.0,MIDDLE
IH,0001000000005680-VE655154,0.0,MIDDLE
AH,0001000000005680-VE655154,0.0,MIDDLE
L,0001000000005680-VE655154,0.0,MIDDLE
AH,0001000000005680-VE655154,0.0,OF
V,0001000000005680-VE655154,0.0,OF
DH,0001000000005680-VE655154,0.0,THE
IY,0001000000005680-VE655154,0.0,THE
OW,0001000000005680-VE655154,1.0,OCEAN
SH,0001000000005680-VE655154,0.0,OCEAN
AH,0001000000005680-VE655154,0.0,OCEAN
N,0001000000005680-VE655154,0.0,OCEAN
B,0001000000005680-VE655154,0.0,BUT
AH,0001000000005680-VE655154,0.0,BUT
T,0001000000005680-VE655154,0.0,BUT
DH,0001000000005680-VE655154,0.0,THERE
EH,0001000000005680-VE655154,0.0,THERE
R,0001000000005680-VE655154,0.0,THERE
AA,0001000000005680-VE655154,0.0,ARE
R,0001000000005680-VE655154,0.0,ARE
M,0001000000005680-VE655154,0.0,MANY
EH,0001000000005680-VE655154,0.0,MANY
N,0001000000005680-VE655154,0.0,MANY
IY,0001000000005680-VE655154,0.0,MANY
AH,0001000000005680-VE655154,0.0,OTHER
DH,0001000000005680-VE655154,0.0,OTHER
ER,0001000000005680-VE655154,0.0,OTHER
TH,0001000000005680-VE655154,0.0,THINGS
IH,0001000000005680-VE655154,0.0,THINGS
NG,0001000000005680-VE655154,0.0,THINGS
Z,0001000000005680-VE655154,0.0,THINGS
DH,0001000000005680-VE655154,0.0,THAT
AE,0001000000005680-VE655154,0.0,THAT
T,0001000000005680-VE655154,0.0,THAT
M,0001000000005680-VE655154,0.0,MAKE
EY,0001000000005680-VE655154,0.0,MAKE
K,0001000000005680-VE655154,1.0,MAKE
DH,0001000000005680-VE655154,0.0,THEM
EH,0001000000005680-VE655154,0.0,THEM
M,0001000000005680-VE655154,0.0,THEM
IH,0001000000005680-VE655154,1.0,INTERESTING
N,0001000000005680-VE655154,0.0,INTERESTING
T,0001000000005680-VE655154,0.0,INTERESTING
R,0001000000005680-VE655154,1.0,INTERESTING
AH,0001000000005680-VE655154,1.0,INTERESTING
S,0001000000005680-VE655154,0.0,INTERESTING
T,0001000000005680-VE655154,0.0,INTERESTING
AH,0001000000005680-VE655154,0.0,INTERESTING
NG,0001000000005680-VE655154,0.0,INTERESTING
B,0001000000005680-VE655154,0.0,BESIDES
AH,0001000000005680-VE655154,0.0,BESIDES
S,0001000000005680-VE655154,0.0,BESIDES
AY,0001000000005680-VE655154,0.0,BESIDES
D,0001000000005680-VE655154,0.0,BESIDES
Z,0001000000005680-VE655154,1.0,BESIDES
DH,0001000000005680-VE655154,0.0,THEIR
EH,0001000000005680-VE655154,0.0,THEIR
R,0001000000005680-VE655154,0.0,THEIR
AH,0001000000005680-VE655154,0.0,ADAPTABILITY
D,0001000000005680-VE655154,0.0,ADAPTABILITY
AE,0001000000005680-VE655154,0.0,ADAPTABILITY
P,0001000000005680-VE655154,0.0,ADAPTABILITY
T,0001000000005680-VE655154,0.0,ADAPTABILITY
AH,0001000000005680-VE655154,0.0,ADAPTABILITY
B,0001000000005680-VE655154,0.0,ADAPTABILITY
IH,0001000000005680-VE655154,0.0,ADAPTABILITY
L,0001000000005680-VE655154,0.0,ADAPTABILITY
AH,0001000000005680-VE655154,0.0,ADAPTABILITY
IY,0001000000005680-VE655154,0.0,ADAPTABILITY
M,0001000000005680-VE655154,0.0,MANY
EH,0001000000005680-VE655154,0.0,MANY
N,0001000000005680-VE655154,0.0,MANY
IY,0001000000005680-VE655154,0.0,MANY
T,0001000000005680-VE655154,0.0,TURTLES
ER,0001000000005680-VE655154,0.0,TURTLES
AH,0001000000005680-VE655154,0.0,TURTLES
L,0001000000005680-VE655154,0.0,TURTLES
Z,0001000000005680-VE655154,0.0,TURTLES
K,0001000000005680-VE655154,0.0,CAN
AE,0001000000005680-VE655154,0.0,CAN
N,0001000000005680-VE655154,0.0,CAN
L,0001000000005680-VE655154,0.0,LIVE
IH,0001000000005680-VE655154,0.0,LIVE
V,0001000000005680-VE655154,0.0,LIVE
T,0001000000005680-VE655154,0.0,TO
UW,0001000000005680-VE655154,0.0,TO
EY,0001000000005680-VE655154,0.0,A
V,0001000000005680-VE655154,0.0,VERY
EH,0001000000005680-VE655154,0.0,VERY
R,0001000000005680-VE655154,0.0,VERY
IY,0001000000005680-VE655154,0.0,VERY
OW,0001000000005680-VE655154,0.0,OLD
L,0001000000005680-VE655154,0.0,OLD
D,0001000000005680-VE655154,0.0,OLD
DH,0001000000005680-VE655154,0.0,THE
AH,0001000000005680-VE655154,0.0,THE
OW,0001000000005680-VE655154,0.0,OLDEST
L,0001000000005680-VE655154,0.0,OLDEST
D,0001000000005680-VE655154,0.0,OLDEST
AH,0001000000005680-VE655154,0.0,OLDEST
S,0001000000005680-VE655154,0.0,OLDEST
T,0001000000005680-VE655154,0.0,OLDEST
T,0001000000005680-VE655154,0.0,TURTLE
ER,0001000000005680-VE655154,0.0,TURTLE
AH,0001000000005680-VE655154,1.0,TURTLE
L,0001000000005680-VE655154,1.0,TURTLE
AO,0001000000005680-VE655154,0.0,ON
N,0001000000005680-VE655154,0.0,ON
R,0001000000005680-VE655154,0.0,RECORD
EH,0001000000005680-VE655154,0.0,RECORD
K,0001000000005680-VE655154,0.0,RECORD
ER,0001000000005680-VE655154,0.0,RECORD
D,0001000000005680-VE655154,0.0,RECORD
AH,0001000000005680-VE655154,0.0,IS
Z,0001000000005680-VE655154,0.0,IS
EY,0001000000005680-VE655154,0.0,A
JH,0001000000005680-VE655154,0.0,GIANT
AY,0001000000005680-VE655154,0.0,GIANT
AH,0001000000005680-VE655154,0.0,GIANT
N,0001000000005680-VE655154,0.0,GIANT
T,0001000000005680-VE655154,0.0,GIANT
T,0001000000005680-VE655154,0.0,TORTOISE
AO,0001000000005680-VE655154,0.0,TORTOISE
R,0001000000005680-VE655154,0.0,TORTOISE
AH,0001000000005680-VE655154,0.0,TORTOISE
S,0001000000005680-VE655154,0.0,TORTOISE
EY,0001000000005680-VE655154,0.0,A
T,0001000000005680-VE655154,0.0,TYPE
AY,0001000000005680-VE655154,0.0,TYPE
P,0001000000005680-VE655154,0.0,TYPE
AH,0001000000005680-VE655154,0.0,OF
V,0001000000005680-VE655154,0.0,OF
T,0001000000005680-VE655154,0.0,TURTLE
ER,0001000000005680-VE655154,0.0,TURTLE
AH,0001000000005680-VE655154,0.0,TURTLE
L,0001000000005680-VE655154,0.0,TURTLE
DH,0001000000005680-VE655154,0.0,THAT
AE,0001000000005680-VE655154,0.0,THAT
T,0001000000005680-VE655154,0.0,THAT
L,0001000000005680-VE655154,0.0,LIVES
IH,0001000000005680-VE655154,0.0,LIVES
V,0001000000005680-VE655154,0.0,LIVES
Z,0001000000005680-VE655154,0.0,LIVES
AA,0001000000005680-VE655154,0.0,ON
N,0001000000005680-VE655154,0.0,ON
L,0001000000005680-VE655154,0.0,LAND
AE,0001000000005680-VE655154,0.0,LAND
N,0001000000005680-VE655154,0.0,LAND
D,0001000000005680-VE655154,0.0,LAND
HH,0001000000005680-VE655154,0.0,HE
IY,0001000000005680-VE655154,0.0,HE
L,0001000000005680-VE655154,0.0,LIVED
IH,0001000000005680-VE655154,0.0,LIVED
V,0001000000005680-VE655154,0.0,LIVED
D,0001000000005680-VE655154,0.0,LIVED
B,0001000000005680-VE655154,0.0,BE
IY,0001000000005680-VE655154,0.0,BE
T,0001000000005680-VE655154,0.0,TWO
UW,0001000000005680-VE655154,0.0,TWO
HH,0001000000005680-VE655154,0.0,HUNDRED
AH,0001000000005680-VE655154,0.0,HUNDRED
N,0001000000005680-VE655154,0.0,HUNDRED
D,0001000000005680-VE655154,0.0,HUNDRED
R,0001000000005680-VE655154,0.0,HUNDRED
AH,0001000000005680-VE655154,0.0,HUNDRED
D,0001000000005680-VE655154,0.0,HUNDRED
AE,0001000000005680-VE655154,0.0,AND
N,0001000000005680-VE655154,0.0,AND
D,0001000000005680-VE655154,0.0,AND
F,0001000000005680-VE655154,0.0,FIFTY
IH,0001000000005680-VE655154,0.0,FIFTY
F,0001000000005680-VE655154,0.0,FIFTY
T,0001000000005680-VE655154,0.0,FIFTY
IY,0001000000005680-VE655154,0.0,FIFTY
Y,0001000000005680-VE655154,0.0,YEARS
IH,0001000000005680-VE655154,0.0,YEARS
R,0001000000005680-VE655154,0.0,YEARS
Z,0001000000005680-VE655154,0.0,YEARS
OW,0001000000005680-VE655154,0.0,OLD
L,0001000000005680-VE655154,0.0,OLD
D,0001000000005680-VE655154,0.0,OLD
AE,0001000000005680-VE655154,0.0,AND
N,0001000000005680-VE655154,0.0,AND
D,0001000000005680-VE655154,0.0,AND
HH,0001000000005680-VE655154,0.0,HE
IY,0001000000005680-VE655154,0.0,HE
W,0001000000005680-VE655154,0.0,WAS
AH,0001000000005680-VE655154,0.0,WAS
Z,0001000000005680-VE655154,0.0,WAS
JH,0001000000005680-VE655154,0.0,GIANT
AY,0001000000005680-VE655154,0.0,GIANT
AH,0001000000005680-VE655154,0.0,GIANT
N,0001000000005680-VE655154,0.0,GIANT
T,0001000000005680-VE655154,0.0,GIANT
AH,0001000000005680-VE655154,0.0,INDEED
N,0001000000005680-VE655154,0.0,INDEED
D,0001000000005680-VE655154,0.0,INDEED
IY,0001000000005680-VE655154,0.0,INDEED
D,0001000000005680-VE655154,0.0,INDEED
HH,0001000000005680-VE655154,0.0,HE
IY,0001000000005680-VE655154,0.0,HE
TH,0001000000005680-VE655154,0.0,THREE
